,state_id,STATEFP,seat_id,CD114FP,d_votes,r_votes,other_votes,d_vote_share,r_vote_share,other_vote_share,d_won,r_won,other_won
239,NC,37,11,11,190609,245350,14185,0.42344005473803936,0.5450478069240066,0.031512138337954076,0,1,0
240,NC,37,13,13,124684,267181,0,0.3181810062138747,0.6818189937861253,0.0,0,1,0
241,ND,38,1,1,97970,245229,12024,0.2757985828620331,0.6903522575959327,0.03384915954203416,0,1,0
242,NE,31,1,1,119622,189006,8938,0.3766839019290478,0.5951707676514488,0.02814533041950335,0,1,0
243,NE,31,2,2,155706,171071,10185,0.462087713154599,0.5076863266481086,0.030225960197292276,0,1,0
244,NE,31,3,3,50699,225194,10931,0.176759964298664,0.7851295568013834,0.03811047889995258,0,1,0
245,NH,33,1,1,205606,185159,9830,0.5132515383367241,0.46220996268051273,0.02453849898276314,1,0,0
246,NH,33,2,2,208289,168886,9172,0.539124155228331,0.4371355284239298,0.02374031634773921,1,0,0
247,NJ,34,1,1,225041,135835,0,0.6235964708099181,0.3764035291900819,0.0,1,0,0
248,NJ,34,2,2,163065,183035,6337,0.4626784361460346,0.5193410453499491,0.01798051850401632,0,1,0
249,NJ,34,3,3,227555,192797,5452,0.5344125466176927,0.4527834402682925,0.0128040131140149,1,0,0
250,NJ,34,4,4,161462,250260,7767,0.38490163031688557,0.5965829854894884,0.018515384193626055,0,1,0
251,NJ,34,5,5,225043,193167,5125,0.5315955448994295,0.4562982035503797,0.012106251550190747,1,0,0
252,NJ,34,6,6,199645,126756,0,0.6116556015453384,0.3883443984546616,0.0,1,0,0
253,NJ,34,7,7,219629,214315,0,0.5061229098685545,0.49387709013144554,0.0,1,0,0
254,NJ,34,8,8,144049,42965,2368,0.7606266699052708,0.22686950185339683,0.012503828241332334,1,0,0
255,NJ,34,9,9,201135,96653,7067,0.6597726788145184,0.3170458086631349,0.023181512522346688,1,0,0
256,NJ,34,10,10,228055,35740,7313,0.8411961284801629,0.13182938164864186,0.026974489871195242,1,0,0
257,NJ,34,11,11,235135,205970,0,0.5330590222282676,0.4669409777717324,0.0,1,0,0
258,NJ,34,12,12,230883,114591,6251,0.6564304499253678,0.3257971426540621,0.017772407420570048,1,0,0
259,NM,35,1,1,185336,133789,0,0.5807630238934587,0.4192369761065413,0.0,1,0,0
260,NM,35,2,2,120766,141227,145,0.46069627448138006,0.5387505817546483,0.0005531437639716485,0,1,0
261,NM,35,3,3,174452,126711,0,0.57926106460621,0.4207389353937901,0.0,1,0,0
262,NV,32,1,1,137868,74490,10855,0.6176521976766586,0.33371712221062394,0.04863068011271745,1,0,0
263,NV,32,2,2,155780,216078,10815,0.40708385488393484,0.564654417740473,0.028261727375592217,0,1,0
264,NV,32,3,3,203421,190975,22856,0.48752552414368294,0.45769702721616673,0.054777448640150314,1,0,0
265,NV,32,4,4,168457,152284,11728,0.5066848337739759,0.45803969693415025,0.03527546929187383,1,0,0
268,NY,36,3,3,172120,149692,1914,0.5316842020721227,0.46240339052161394,0.005912407406263321,1,0,0
269,NY,36,4,4,199012,152573,3129,0.5610491832856893,0.4301296255574914,0.008821191156819296,1,0,0
270,NY,36,5,5,187590,0,113,0.9993979851147824,0.0,0.0006020148852176044,1,0,0
271,NY,36,6,6,106131,63324,0,0.626307869345844,0.37369213065415596,0.0,1,0,0
272,NY,36,7,7,142815,27907,1158,0.8308994647428438,0.16236327670467768,0.006737258552478473,1,0,0
273,NY,36,8,8,175140,36873,0,0.8260814195355946,0.17391858046440548,0.0,1,0,0
274,NY,36,9,9,170898,36847,1947,0.8149953264788357,0.17571962688133072,0.00928504663983366,1,0,0
275,NY,36,10,10,120273,52842,2156,0.6862116379777602,0.3014874109236554,0.012300951098584478,1,0,0
277,NY,36,12,12,153815,37973,2732,0.7907413119473576,0.19521385975735142,0.014044828295290973,1,0,0
278,NY,36,13,13,179589,16787,2747,0.9018998307578733,0.08430467600427877,0.013795493237847962,1,0,0
279,NY,36,14,14,105455,46877,1042,0.6875676451028205,0.30563850457052694,0.0067938503266524964,1,0,0
